file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
hardfork__2021__03.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/marvins-best-weekly-reads-nov-28th	2021	2452	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hardfork__2021__04.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/marvins-best-weekly-reads-nov-14th	2021	2365	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hardfork__2021__05.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/keep-it-simple-stupid-focussing-on	2021	666	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hardfork__2021__06.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/your-inside-game-is-more-important	2021	307	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hardfork__2021__07.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/consistency-is-king-and-queen-in	2021	431	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hardfork__2021__08.txt	hardfork	The Hard Fork by Marvin Liao	The Hard Fork by Marvin Liao		Silicon Valley Meets the World. Strong Opinions & Perspective on Personal Development, Self Sovereignty, Entrepreneurship, Venture Capital, The Technology & Med	https://hardfork.substack.com/p/the-future-of-work-and-the-inevitable	2021	530	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__01.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/a-word-of-appreciation-and-a-peek	2021	631	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__02.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/if-it-doesnt-work-do-more-of-it	2021	1113	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__03.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/meet-the-new-energy-poor	2021	1421	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__04.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/all-hail-chaos	2021	1454	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__05.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/evs-for-the-win-unless-reality-happens	2021	1759	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__06.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/big-bad-energy-producers	2021	1084	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__07.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/is-anyone-amazed-yet	2021	1769	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
irinaslav__2021__08.txt	irinaslav	Irina Slav on energy	Irina Slav		All things energy. Challenging the dominant narrative because facts matter.	https://irinaslav.substack.com/p/money-please	2021	1455	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
jj745__2021__01.txt	jj745	market vibes	Alyosha		commentary and opinion on trading and markets and an occassional short story	https://jj745.substack.com/p/various-thoughts	2021	596	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__01.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-95	2021	1133	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__02.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-93	2021	711	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__03.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-91	2021	765	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__04.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-88	2021	780	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__05.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-86	2021	1347	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__06.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-82-union-pacific-railroads	2021	1016	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__07.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-79	2021	615	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebearcave__2021__08.txt	thebearcave	The Bear Cave	The Bear Cave		Exposing Corporate Misconduct	https://thebearcave.substack.com/p/the-bear-cave-77-five-earnings-to	2021	909	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
elisabeth402__2021__01.txt	elisabeth402	A Letter from Chateau de Courtomer	Elisabeth		The world in and around an 18th-century French Chateau in Lower Normandy	https://elisabeth402.substack.com/p/joyeuse-fete-de-noel	2021	667	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
elisabeth402__2021__02.txt	elisabeth402	A Letter from Chateau de Courtomer	Elisabeth		The world in and around an 18th-century French Chateau in Lower Normandy	https://elisabeth402.substack.com/p/temple-to-a-heroic-age	2021	1579	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
elisabeth402__2021__03.txt	elisabeth402	A Letter from Chateau de Courtomer	Elisabeth		The world in and around an 18th-century French Chateau in Lower Normandy	https://elisabeth402.substack.com/p/after-1000-years-aunay-les-bois-vanishes	2021	961	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
elisabeth402__2021__04.txt	elisabeth402	A Letter from Chateau de Courtomer	Elisabeth		The world in and around an 18th-century French Chateau in Lower Normandy	https://elisabeth402.substack.com/p/dame-guyonne-defies-her-husband	2021	1532	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
elisabeth402__2021__05.txt	elisabeth402	A Letter from Chateau de Courtomer	Elisabeth		The world in and around an 18th-century French Chateau in Lower Normandy	https://elisabeth402.substack.com/p/a-wedding-in-the-familypart-3	2021	941	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__01.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/breaking-pfizerbiontech-vaccine-prevents-21-12-29	2021	826	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__02.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/the-year-in-covid-19-and-the-year-21-12-27	2021	1231	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__03.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/the-omicron-plan-circuit-breakers-21-12-19	2021	1334	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__04.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/as-predicted-the-united-states-selective-21-12-12	2021	859	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__05.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/omicron-four-insights-from-this-week-21-12-05	2021	1343	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__06.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/did-the-who-upgrade-omicron-prematurely-21-11-28	2021	1024	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__07.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/breaking-covid-19-was-the-leading-21-11-22	2021	1204	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
insidemedicine__2021__08.txt	insidemedicine	Inside Medicine	Jeremy Faust, MD		Merging what I'm seeing in the ER with rigorous deep-dives on the very latest medical and public health data. I want you to know what really matters.	https://insidemedicine.substack.com/p/does-long-covid-depend-on-our-beliefs-21-11-15	2021	1811	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
